0.980000 1.012000 0.922000
0.960660 1.023824 0.850056
0.941921 1.035478 0.783717
0.923729 1.046968 0.722564
0.906034 1.058300 0.666208
0.888789 1.069477 0.614285
0.871951 1.080503 0.566459
0.855482 1.091384 0.522417
0.839344 1.102122 0.481869
0.823504 1.112719 0.444545
0.807931 1.123180 0.410197
0.792597 1.133505 0.378593
0.777476 1.143698 0.349521
0.762544 1.153760 0.322781
0.747779 1.163693 0.298192
0.733160 1.173499 0.275585
0.718669 1.183177 0.254803
0.704289 1.192730 0.235702
0.690005 1.202159 0.218148
0.675802 1.211463 0.202020
0.661667 1.220644 0.187204
0.647588 1.229702 0.173594
0.633556 1.238637 0.161095
0.619558 1.247450 0.149617
0.605588 1.256140 0.139078
0.591635 1.264709 0.129404
0.577694 1.273154 0.120523
0.563757 1.281478 0.112372
0.549819 1.289678 0.104892
0.535873 1.297756 0.098028
0.521915 1.305710 0.091731
0.507941 1.313541 0.085954
0.493946 1.321247 0.080655
0.479927 1.328829 0.075794
0.465881 1.336286 0.071337
0.451805 1.343617 0.067249
0.437696 1.350823 0.063500
0.423553 1.357901 0.060063
0.409373 1.364853 0.056912
0.395155 1.371676 0.054023
0.380898 1.378371 0.051374
0.366601 1.384937 0.048946
0.352262 1.391372 0.046720
0.337881 1.397678 0.044680
0.323458 1.403852 0.042810
0.308991 1.409894 0.041095
0.294481 1.415804 0.039524
0.279928 1.421580 0.038083
0.265331 1.427223 0.036762
0.250691 1.432731 0.035551
0.236009 1.438103 0.034441
0.221283 1.443339 0.033422
0.206515 1.448439 0.032488
0.191706 1.453401 0.031631
0.176856 1.458225 0.030845
0.161965 1.462910 0.030124
0.147035 1.467455 0.029461
0.132066 1.471860 0.028853
0.117059 1.476125 0.028294
0.102014 1.480248 0.027781
0.086934 1.484228 0.027309
0.071819 1.488066 0.026875
0.056669 1.491760 0.026476
0.041487 1.495311 0.026108
0.026273 1.498716 0.025769
0.011028 1.501976 0.025457
-0.004246 1.505090 0.025168
-0.019549 1.508058 0.024902
-0.034879 1.510879 0.024656
-0.050234 1.513552 0.024428
-0.065614 1.516077 0.024218
-0.081017 1.518453 0.024022
-0.096441 1.520679 0.023841
-0.111887 1.522756 0.023672
-0.127351 1.524683 0.023515
-0.142833 1.526459 0.023369
-0.158331 1.528083 0.023232
-0.173844 1.529556 0.023104
-0.189371 1.530877 0.022985
-0.204910 1.532045 0.022873
-0.220459 1.533060 0.022767
-0.236017 1.533921 0.022668
-0.251583 1.534629 0.022574
-0.267155 1.535183 0.022486
-0.282732 1.535581 0.022402
-0.298311 1.535825 0.022323
-0.313893 1.535914 0.022247
-0.329475 1.535847 0.022175
-0.345055 1.535624 0.022106
-0.360632 1.535244 0.022040
-0.376205 1.534708 0.021977
-0.391772 1.534016 0.021917
-0.407331 1.533166 0.021858
-0.422881 1.532159 0.021802
-0.438421 1.530995 0.021748
-0.453948 1.529672 0.021695
-0.469462 1.528192 0.021644
-0.484960 1.526554 0.021594
-0.500442 1.524758 0.021546
-0.515905 1.522803 0.021499
-0.531348 1.520689 0.021453
-0.546769 1.518417 0.021409
-0.562168 1.515986 0.021365
-0.577541 1.513397 0.021322
-0.592888 1.510648 0.021280
-0.608208 1.507740 0.021238
-0.623497 1.504674 0.021198
-0.638756 1.501448 0.021158
-0.653982 1.498063 0.021118
-0.669174 1.494520 0.021080
-0.684330 1.490817 0.021041
-0.699449 1.486955 0.021004
-0.714528 1.482935 0.020966
-0.729567 1.478755 0.020930
-0.744564 1.474417 0.020893
-0.759517 1.469920 0.020857
-0.774425 1.465265 0.020822
-0.789286 1.460451 0.020787
-0.804098 1.455479 0.020752
-0.818860 1.450349 0.020717
-0.833571 1.445062 0.020683
-0.848229 1.439616 0.020649
-0.862831 1.434013 0.020616
-0.877378 1.428253 0.020582
-0.891866 1.422335 0.020549
-0.906295 1.416261 0.020517
-0.920662 1.410031 0.020484
-0.934968 1.403644 0.020452
-0.949209 1.397102 0.020420
-0.963384 1.390404 0.020388
-0.977492 1.383551 0.020357
-0.991531 1.376543 0.020326
-1.005500 1.369381 0.020295
-1.019396 1.362065 0.020264
-1.033220 1.354595 0.020234
-1.046968 1.346972 0.020204
-1.060640 1.339196 0.020174
-1.074233 1.331268 0.020144
-1.087747 1.323188 0.020115
-1.101180 1.314957 0.020086
-1.114531 1.306575 0.020057
-1.127797 1.298043 0.020028
-1.140978 1.289361 0.020000
-1.154072 1.280530 0.019972
-1.167077 1.271551 0.019944
-1.179992 1.262423 0.019916
-1.192815 1.253148 0.019889
-1.205545 1.243726 0.019861
-1.218181 1.234158 0.019834
-1.230721 1.224445 0.019808
-1.243164 1.214586 0.019781
-1.255507 1.204584 0.019755
-1.267751 1.194438 0.019729
-1.279892 1.184149 0.019703
-1.291931 1.173719 0.019678
-1.303865 1.163147 0.019653
-1.315693 1.152434 0.019628
-1.327413 1.141582 0.019603
-1.339025 1.130591 0.019578
-1.350527 1.119462 0.019554
-1.361917 1.108196 0.019530
-1.373194 1.096793 0.019507
-1.384357 1.085255 0.019483
-1.395405 1.073582 0.019460
-1.406335 1.061775 0.019437
-1.417147 1.049835 0.019414
-1.427840 1.037763 0.019392
-1.438411 1.025560 0.019370
-1.448861 1.013227 0.019348
-1.459186 1.000765 0.019326
-1.469387 0.988175 0.019305
-1.479462 0.975457 0.019284
-1.489410 0.962614 0.019263
-1.499228 0.949645 0.019242
-1.508917 0.936552 0.019222
-1.518475 0.923336 0.019202
-1.527900 0.909998 0.019182
-1.537192 0.896539 0.019163
